LJ028-0353|Darius, as the story goes, would often say that "he had rather Zopyrus were unmaimed, than be master of twenty more Babylons."|Darius, as the story goes, would often say that "he had rather Zopyrus were unmaimed, than be master of twenty more Babylons."
LJ004-0233|Under the new rule visitors were not allowed to pass into the interior of the prison, but were detained between the grating.|Under the new rule visitors were not allowed to pass into the interior of the prison, but were detained between the grating.
LJ049-0080|Assassination a Federal Crime|Assassination a Federal Crime
LJ013-0199|It will be remembered that the question whether Mr. Phillips had not exceeded the limits usually allowed to counsel was much debated at the time.|It will be remembered that the question whether Mr. Phillips had not exceeded the limits usually allowed to counsel was much debated at the time.
LJ019-0213|Now for the first time the Tuffnell estate in Holloway was mentioned.|Now for the first time the Tuffnell estate in Holloway was mentioned.
LJ047-0041|Agent Fain reported to headquarters that Oswald was impatient and arrogant,|Agent Fain reported to headquarters that Oswald was impatient and arrogant,
LJ043-0063|not only caused him difficulties in his employment relations, but they also provided him with excuses for employment failures|not only caused him difficulties in his employment relations, but they also provided him with excuses for employment failures
LJ021-0021|The relations between the employer and the employed, between the owners of aggregated capital and the units of organized labor,|The relations between the employer and the employed, between the owners of aggregated capital and the units of organized labor,
LJ046-0222|The referral of the copy to local Secret Service should not delay the immediate referral of the information by the fastest available means of communication|The referral of the copy to local Secret Service should not delay the immediate referral of the information by the fastest available means of communication
LJ030-0224|heard noises that sounded like firecrackers and ran toward the President's limousine.|heard noises that sounded like firecrackers and ran toward the President's limousine.
LJ028-0259|That same year, when Darius Hystaspes came to the Persian throne, the Babylonians openly rebelled.|That same year, when Darius Hystaspes came to the Persian throne, the Babylonians openly rebelled.
LJ024-0138|During the past half century the balance of power between the three great branches of the federal government,|During the past half century the balance of power between the three great branches of the federal government,
LJ020-0073|Sift the flour, salt and sugar into a bowl,|Sift the flour, salt and sugar into a bowl,
LJ039-0093|at a distance of 265.3 feet was, quote, an easy shot, end quote.|at a distance of two hundred sixty-five point three feet was, quote, an easy shot, end quote.
LJ020-0104|Master these, and do not let them master you.|Master these, and do not let them master you.
LJ041-0150|I'm a Marxist. I became interested about the age of 15. From an ideological viewpoint.|I'm a Marxist. I became interested about the age of fifteen. From an ideological viewpoint.
LJ009-0158|Already a strong dislike to the reckless and almost indiscriminate application of the extreme penalty was apparent in all classes,|Already a strong dislike to the reckless and almost indiscriminate application of the extreme penalty was apparent in all classes,
LJ002-0338|Only now and again, in extreme cases, an unusually nasty companion was stripped, haled to the pump,|Only now and again, in extreme cases, an unusually nasty companion was stripped, haled to the pump,
LJ039-0015|and testified that a few days before her husband's departure from Dallas to New Orleans on April 24, 1963,|and testified that a few days before her husband's departure from Dallas to New Orleans on April twenty-four, nineteen sixty-three,
LJ040-0034|Marina Oswald thought that he would not be happy anywhere, quote, Only on the moon, perhaps, end quote.|Marina Oswald thought that he would not be happy anywhere, quote, Only on the moon, perhaps, end quote.
LJ032-0080|were a Selective Service notice of classification and a Marine certificate of service in the name of Alek James Hidell.|were a Selective Service notice of classification and a Marine certificate of service in the name of Alek James Hidell.
LJ045-0062|he made no attempt to help her and there are other indications that he did not want her to learn that language.|he made no attempt to help her and there are other indications that he did not want her to learn that language.
LJ046-0180|PRS also maintains an album of photographs and descriptions of about 12 to 15 individuals who are regarded as clear risks to the President|PRS also maintains an album of photographs and descriptions of about twelve to fifteen individuals who are regarded as clear risks to the President
LJ043-0170|I asked him what for he was making all these entries in the book and he answered that he wanted to leave a complete record so that all the details would be in it.|I asked him what for he was making all these entries in the book and he answered that he wanted to leave a complete record so that all the details would be in it.
LJ024-0026|and the rules of many of our universities and of almost every great private business enterprise,|and the rules of many of our universities and of almost every great private business enterprise,
LJ029-0159|quote, apparently will loop through the downtown area, probably on Main Street, en route from Dallas Love Field, end quote.|quote, apparently will loop through the downtown area, probably on Main Street, en route from Dallas Love Field, end quote.
LJ009-0043|First is a youth of eighteen, condemned for stealing in a dwelling-house goods valued above five pounds.|First is a youth of eighteen, condemned for stealing in a dwelling-house goods valued above five pounds.
LJ034-0204|and not to his race.|and not to his race.
LJ009-0165|House-breaking, as distinguished from burglary, was similarly exempted in the following year;|House-breaking, as distinguished from burglary, was similarly exempted in the following year;
LJ037-0200|The name written in this space was D. F. Drittal.|The name written in this space was D. F. Drittal.
LJ038-0005|from where several witnesses last saw Oswald running west on Jefferson Boulevard. Shortly after the Tippit murder,|from where several witnesses last saw Oswald running west on Jefferson Boulevard. Shortly after the Tippit murder,
LJ006-0198|But this was not the only amusement. Most of the wards took in the daily papers,|But this was not the only amusement. Most of the wards took in the daily papers,
LJ047-0086|as it might have under existing procedures, and did not know of his application.|as it might have under existing procedures, and did not know of his application.
LJ017-0010|and it is hinted that James himself nearly fell a victim to a nefarious attempt of the Duke of Buckingham.|and it is hinted that James himself nearly fell a victim to a nefarious attempt of the Duke of Buckingham.
LJ004-0147|The irons, which nearly every one wore, were remarkably heavy; those double ironed could not take off their small clothes.|The irons, which nearly every one wore, were remarkably heavy; those double ironed could not take off their small clothes.
LJ018-0036|The officers went on board the 'Victoria' at once, Müller was identified by Mr. Death, and the arrest was made.|The officers went on board the 'Victoria' at once, Müller was identified by Mr. Death, and the arrest was made.
LJ031-0136|The Vice President decided to wait until he received definitive word of the President's condition.|The Vice President decided to wait until he received definitive word of the President's condition.
LJ004-0236|But nothing short of radical reform and complete reconstruction could touch the deep-seated evils of association, overcrowding, and idleness.|But nothing short of radical reform and complete reconstruction could touch the deep-seated evils of association, overcrowding, and idleness.
LJ049-0140|The Council already includes, in addition to the President and Vice President, the Secretaries of State and Defense and has a competent staff.|The Council already includes, in addition to the President and Vice President, the Secretaries of State and Defense and has a competent staff.
LJ015-0274|His method was comprehensive and deeply laid.|His method was comprehensive and deeply laid.
LJ003-0115|The judge sat in proper form; he was punctiliously styled "my lord."|The judge sat in proper form; he was punctiliously styled "my lord."
LJ015-0174|Thither police officers followed, only to find that he had returned to London.|Thither police officers followed, only to find that he had returned to London.
LJ016-0113|but only to be taken soon afterwards for a fresh offense, and again pass through Newgate with sentences of penal servitude.|but only to be taken soon afterwards for a fresh offense, and again pass through Newgate with sentences of penal servitude.
LJ035-0088|park it, and run 45 feet to the building.|park it, and run forty-five feet to the building.
LJ004-0079|"All measures and practices in prison which may injure him in any way are illegal,|"All measures and practices in prison which may injure him in any way are illegal,
LJ046-0205|with the headquarters of the Federal intelligence agencies, particularly the FBI,|with the headquarters of the Federal intelligence agencies, particularly the FBI,
LJ039-0222|was a substantial aid to rapid, accurate firing.|was a substantial aid to rapid, accurate firing.
LJ002-0291|I come now to the debtors in Newgate. The quarters they occupied were divided, as I have said, into three principal divisions|I come now to the debtors in Newgate. The quarters they occupied were divided, as I have said, into three principal divisions
LJ027-0059|These, therefore, may well be called backboned animals.|These, therefore, may well be called backboned animals.
LJ030-0108|White House communications car, Trade Mart, Love Field, and the Presidential and Vice-Presidential airplanes.|White House communications car, Trade Mart, Love Field, and the Presidential and Vice-Presidential airplanes.
LJ004-0237|The first still produced deplorable results -- results to be observable for many years to come.|The first still produced deplorable results -- results to be observable for many years to come.
LJ041-0133|which finally declined to modify the discharge and so advised him in a letter dated July 1963.|which finally declined to modify the discharge and so advised him in a letter dated July nineteen sixty-three.
LJ036-0073|A bus moving through heavy traffic on Elm from Murphy to Lamar was timed at 4 minutes.|A bus moving through heavy traffic on Elm from Murphy to Lamar was timed at four minutes.
LJ034-0049|so no conclusions can be drawn as to whether these remaining prints preceded or followed the print developed in Dallas by powder.|so no conclusions can be drawn as to whether these remaining prints preceded or followed the print developed in Dallas by powder.
LJ032-0112|Oswald's Palmprint on Rifle Barrel|Oswald's Palmprint on Rifle Barrel
LJ046-0213|members of his immediate family, the President-elect, and the Vice-President. Investigation of threats against the President of the United States,|members of his immediate family, the President-elect, and the Vice-President. Investigation of threats against the President of the United States,
LJ045-0118|would see anything in the newspaper about his defection, unless he engaged in activities similar to those|would see anything in the newspaper about his defection, unless he engaged in activities similar to those
LJ028-0409|Some, calling themselves Christians, are the descendants of Babylonians, perhaps of Nebuchadnezzar himself.|Some, calling themselves Christians, are the descendants of Babylonians, perhaps of Nebuchadnezzar himself.
LJ002-0188|being often obliged to pay a high rent for a bed at the coffee-house or in some room which was vacated by its regular occupant.|being often obliged to pay a high rent for a bed at the coffee-house or in some room which was vacated by its regular occupant.
LJ014-0076|He was seen afterwards smoking and talking with his hosts in their back parlor, and never seen again alive.|He was seen afterwards smoking and talking with his hosts in their back parlor, and never seen again alive.
LJ030-0190|As he issued his instructions to Greer and to the lead car, Kellerman heard a flurry of shots within 5 seconds of the first noise.|As he issued his instructions to Greer and to the lead car, Kellerman heard a flurry of shots within five seconds of the first noise.
LJ005-0214|Some reforms had certainly been introduced, such as the abolition of irons, already referred to, and the establishment of male and female infirmaries.|Some reforms had certainly been introduced, such as the abolition of irons, already referred to, and the establishment of male and female infirmaries.
LJ019-0138|at the most crowded periods, or just before the sessional jail delivery; and at its lowest it fell sometimes to fifty or sixty.|at the most crowded periods, or just before the sessional jail delivery; and at its lowest it fell sometimes to fifty or sixty.
LJ002-0312|and a calculation made as to the amount that might be expended per week from the whole sum, so that the latter might last out the year.|and a calculation made as to the amount that might be expended per week from the whole sum, so that the latter might last out the year.
LJ050-0094|I shall employ all means to right this gross mistake or injustice to a bona fide U.S. citizen and ex-service man.|I shall employ all means to right this gross mistake or injustice to a bona fide U.S. citizen and ex-service man.
LJ029-0145|in order to reach the Dallas-Fort Worth Turnpike, which has the same access road from Elm Street as does the Stemmons Freeway.|in order to reach the Dallas-Fort Worth Turnpike, which has the same access road from Elm Street as does the Stemmons Freeway.
LJ005-0148|In some prisons the prisoners worked seven hours a day, in others ten and ten and a half.|In some prisons the prisoners worked seven hours a day, in others ten and ten and a half.
LJ050-0042|its inability to process large amounts of data, and its failure to provide specific descriptions of the kind of information it sought.|its inability to process large amounts of data, and its failure to provide specific descriptions of the kind of information it sought.
LJ011-0137|the Attorney-General introduced a bill to abolish capital punishment entirely for forgery.|the Attorney-General introduced a bill to abolish capital punishment entirely for forgery.
LJ002-0326|The poor debtors were not supplied with beds. Those who could pay the price might hire them from each other,|The poor debtors were not supplied with beds. Those who could pay the price might hire them from each other,
LJ033-0011|fiber, and paper analyses linking Oswald and the assassination weapon to this bag.|fiber, and paper analyses linking Oswald and the assassination weapon to this bag.
LJ040-0089|In order to supplement their income further she falsely swore that Pic was 17 years old so that he could join the Marine Corps Reserves.|In order to supplement their income further she falsely swore that Pic was seventeen years old so that he could join the Marine Corps Reserves.
LJ014-0132|She complained that she had no justice; there was no law for her, she had found no protection either from judges, the prosecutor, or her husband.|She complained that she had no justice; there was no law for her, she had found no protection either from judges, the prosecutor, or her husband.
LJ049-0191|is properly manned and equipped to carry on extensive information gathering functions within the United States.|is properly manned and equipped to carry on extensive information gathering functions within the United States.
LJ021-0085|and the incentive of fair private profit,|and the incentive of fair private profit,
LJ047-0067|Hosty decided that the Lee Harvey Oswald case should be reopened because of the alleged personal difficulties and the contact with the Worker,|Hosty decided that the Lee Harvey Oswald case should be reopened because of the alleged personal difficulties and the contact with the Worker,
LJ011-0035|Every endeavor was used, however, to obtain a commutation of sentence. His case was twice argued before the judges on points of law,|Every endeavor was used, however, to obtain a commutation of sentence. His case was twice argued before the judges on points of law,
LJ013-0145|Ker came at once to London, and, by the help of the landlord of a public-house in Smithfield and others, disposed of the whole of the diamonds.|Ker came at once to London, and, by the help of the landlord of a public-house in Smithfield and others, disposed of the whole of the diamonds.
LJ001-0001|Printing, in the only sense with which we are at present concerned, differs from most if not from all the arts and crafts represented in the Exhibition|Printing, in the only sense with which we are at present concerned, differs from most if not from all the arts and crafts represented in the Exhibition
LJ042-0046|This should answer your question, and also give you a glimpse of my way of thinking. So you speak of advantages. Do you think that is why I am here?|This should answer your question, and also give you a glimpse of my way of thinking. So you speak of advantages. Do you think that is why I am here?
LJ004-0086|of "poor and needy prisoners committed to the common jail for felony and other misdemeanors, who many times perish before their trial;|of "poor and needy prisoners committed to the common jail for felony and other misdemeanors, who many times perish before their trial;
LJ028-0002|In the old city of Damascus you climb to the hump of a tall fleet dromedary.|In the old city of Damascus you climb to the hump of a tall fleet dromedary.
LJ017-0131|even when the high sheriff had told him there was no possibility of a reprieve, and within a few hours of execution.|even when the high sheriff had told him there was no possibility of a reprieve, and within a few hours of execution.
LJ038-0271|It was a 6.5-millimeter bullet|It was a six point five-millimeter bullet
LJ003-0092|There were frequently in the middle yard seven or eight children, the youngest barely nine,|There were frequently in the middle yard seven or eight children, the youngest barely nine,
LJ006-0064|In the master's side yard, which had only one washing place, as many as seventy-eight prisoners, frequently more,|In the master's side yard, which had only one washing place, as many as seventy-eight prisoners, frequently more,
LJ036-0116|Lee Oswald was No. 3;|Lee Oswald was Number three;
LJ002-0185|The King's Bench was a national prison, in which were confined all debtors arrested for debt or for contempt of the court of the King's Bench.|The King's Bench was a national prison, in which were confined all debtors arrested for debt or for contempt of the court of the King's Bench.
LJ015-0178|The Stock Market was greatly affected, and society, more especially that which frequents Exeter Hall, was convulsed.|The Stock Market was greatly affected, and society, more especially that which frequents Exeter Hall, was convulsed.
LJ035-0074|The second test run required 1 minute and 15 seconds.|The second test run required one minute and fifteen seconds.
LJ004-0181|but as no similar variation occurred in the prisoner's appetite, his ration was somewhat precarious.|but as no similar variation occurred in the prisoner's appetite, his ration was somewhat precarious.
LJ044-0053|in which he supported his report on the Bringuier incident with a copy of the charges made against him|in which he supported his report on the Bringuier incident with a copy of the charges made against him
LJ002-0033|2. The female debtors' side. 3. The chapel yard. 4. The middle yard.|two. The female debtors' side. three. The chapel yard. four. The middle yard.
LJ044-0231|While some of Castro's more severe criticisms of President Kennedy might have led Oswald to believe that he would be well received in Cuba|While some of Castro's more severe criticisms of President Kennedy might have led Oswald to believe that he would be well received in Cuba
LJ016-0405|went impenitent to the gallows. The only sign of feeling he showed was in asking to be allowed to choose the hymns on the Sunday|went impenitent to the gallows. The only sign of feeling he showed was in asking to be allowed to choose the hymns on the Sunday
LJ050-0215|these figures suggest that the agents of the Secret Service are substantially overworked.|these figures suggest that the agents of the Secret Service are substantially overworked.
LJ026-0078|Entering the chlorophyll bodies, the kinetic energy of sunlight is applied to the decomposition of carbon dioxide and water.|Entering the chlorophyll bodies, the kinetic energy of sunlight is applied to the decomposition of carbon dioxide and water.
LJ028-0248|long after the outer portions of the town were taken, knew nothing of what had chanced, but as they were engaged in a festival,|long after the outer portions of the town were taken, knew nothing of what had chanced, but as they were engaged in a festival,
LJ012-0280|or of Gardelle's frantic efforts to conceal his crime.|or of Gardelle's frantic efforts to conceal his crime.
LJ048-0022|Answer: Yes. It was a self-serving interview. The visits with the Soviet Embassy were evidently for the purpose of securing a visa,|Answer: Yes. It was a self-serving interview. The visits with the Soviet Embassy were evidently for the purpose of securing a visa,
LJ019-0066|with the means of earning an honest livelihood if so disposed.|with the means of earning an honest livelihood if so disposed.
LJ016-0021|Although his execution was imminent, a surgeon attended to his wounds, and he was carried more dead than alive to the scaffold.|Although his execution was imminent, a surgeon attended to his wounds, and he was carried more dead than alive to the scaffold.
LJ028-0217|His many troops, whose number, like the waters of the river, could not be counted, marched in full armor at his side,|His many troops, whose number, like the waters of the river, could not be counted, marched in full armor at his side,
LJ050-0101|Leon F. Czolgosz,|Leon F. Czolgosz,
LJ041-0028|Sometime during this period, and under circumstances to be discussed more fully below,|Sometime during this period, and under circumstances to be discussed more fully below,
LJ049-0178|should have constituted a sufficient basis to warn the Secret Service of the Oswald risk.|should have constituted a sufficient basis to warn the Secret Service of the Oswald risk.
LJ019-0249|The varieties in construction were still very marked.|The varieties in construction were still very marked.
LJ032-0233|reinforce the belief that the rifle in the photograph is the rifle which Oswald bought from Klein's.|reinforce the belief that the rifle in the photograph is the rifle which Oswald bought from Klein's.
LJ006-0255|but all could still obtain as much extra, and of a luxurious kind, as their friends chose to bring them in.|but all could still obtain as much extra, and of a luxurious kind, as their friends chose to bring them in.
LJ013-0016|It was fully proved in evidence that when the Dryad sailed she carried nothing but the cargo belonging to Zulueta and Co.|It was fully proved in evidence that when the Dryad sailed she carried nothing but the cargo belonging to Zulueta and Co.
LJ024-0038|that no President fit for his office would appoint,|that no President fit for his office would appoint,
